"Company Name",ISIN,"Target Qualification",SME?,"Business ambitions 1.5",Country,Region,Sector,Status,Date,"Date Explanation",Target,"Target Classification"
"Astellas Pharma Inc.",JP3942400007,2°C,,,Japan,Asia,"Pharmaceuticals, Biotechnology and Life","Targets Set","2018-11-01 00:00:00",,"Japanese pharmaceutical company Astellas Pharma Inc. commits to reduce absolute Scope 1 and 2 GHG emissions 30% by 2030 from a 2015 base-year. Astellas Pharma Inc. also commits to reduce Scope 3 GHG emissions 20% per JPY of revenue by 2030 from a 2015 base-year.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C."
AstraZeneca,GB0009895292,1.5°C,,1,"United Kingdom (UK)",Europe,"Pharmaceuticals, Biotechnology and Life","Targets Set","2016-10-01 00:00:00",,"Multinational pharmaceutical and biopharmaceutical company AstraZeneca commits to reduce absolute scope 1 emissions 20% and scope 2 emissions 95% from 2015 â 2025. In addition, the company will reduce all scope 3 emissions 25% per million USD of sales within the same timeframe.To support the achievement of the Scope 3 intensity target the company set the following sub-goals: 1) reduce GHG emissions from waste incineration, business air travel, freight & logistics and first tier active pharmaceutical ingredients and formulation & packaging suppliers (>90% of category spend, energy only) 20% by 2025 from a 2015 base-year, 2) reduce GHG emissions per device from patient use of inhaler therapy devices over the same time period and 3) improve primary data collection within Scope 3 value chain greenhouse gas accounting by 2020.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"AT&T Inc.",US00206R1023,1.5°C,,,"United States of America (USA)","North America","Telecommunication Services","Targets Set","2020-03-01 00:00:00",,"AT&T commits* to reduce absolute scope 1 and scope 2 GHG emissions 63% by 2030 from a 2015 base year. AT&T also commits that 50% of its suppliers by spend covering purchased goods and services, capital goods, and downstream leased assets will set science-based scope 1 and scope 2 targets by 2024. *The target boundary includes biogenic emissions and removals from bioenergy feedstocks.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
Atea,NO0004822503,"Well-below 2°C",,,Norway,Europe,"Software and Services","Targets Set","2018-07-01 00:00:00",,"Nordic IT infrastructure company ATEA ASA commits to reduce absolute Scope 1 and 2 GHG emissions 43% by 2030 from a 2015 base-year. In addition, ATEA ASA commits to reduce absolute Scope 3 GHG emissions 43% by 2030 from a 2015 base-year.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"Atlassian Corporation Plc",GB00BZ09BD16,1.5°C,,1,"United Kingdom (UK)",Europe,"Software and Services","Targets Set","2020-12-10 00:00:00",,"Atlassian Corporation commits to reduce absolute scope 1 and 2 GHG emissions 50% by FY2025 from a FY2019 base year. In addition, Atlassian commits to increase annual sourcing of renewable electricity from 15% in FY2019 to 100% by FY2025. Atlassian also commits to reduce absolute scope 3 GHG emissions from business travel 25% over the same target period. Atlassian further commits that 65% of its suppliers by emissions covering purchased goods and services and capital goods will have science-based targets by FY2025.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C. The renewable energy procurement target covering scope 2 emissions is consistent with reductions required to keep warming to 1.5°C."
"Atos SE",FR0000051732,1.5°C,,1,France,Europe,"Software and Services","Targets Set","2021-02-01 00:00:00",,"Atos commits to reduce absolute scope 1, 2 and 3 GHG emissions by 50% by 2025 from a 2019 base year.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Auchan Retail Portugal",,,,1,France,Europe,Retailing,Committed,"2020-01-01 00:00:00",,,
"Auckland Airport",NZAIAE0002S6,2°C,,,"New Zealand",Oceania,"Air Transportation - Airport Services","Targets Set","2017-11-01 00:00:00",,"New Zealand airport, Auckland Airport commits to reduce scope 1 and 2 greenhouse gas emissions 45% per m2 by 2025 from a 2012 base-year.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C."
"Aurubis AG",,1.5°C,,1,Germany,Europe,"Mining - Iron, Aluminum, Other Metals","Targets Set","2021-06-01 00:00:00",,"Aurubis AG commits to reduce absolute scope 1 and 2 GHG emissions 50% by 2030 from a 2018 base year. Aurubis AG also commits to reduce scope 3 GHG emissions 24% per ton copper cathode by 2030 from a 2018 base year.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Australian Ethical Investment",AU000000AEF4,,,1,Australia,Oceania,"Banks, Diverse Financials, Insurance",Committed,"2015-12-01 00:00:00",,,
"Australian Postal Corporation",,"Well-below 2°C",,,Australia,Oceania,"Air Freight Transportation and Logistics","Targets Set","2021-06-01 00:00:00",,"Australiaâs leading logistics, postal and integrated services business, Australia Post, commits to reduce absolute scope 1, 2 and 3 GHG emissions 15% by FY2025 from a FY2019 base year.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"Austria Glas Recycling GmbH",,"Well-below 2°C",,,Austria,Europe,"Solid Waste Management Utilities","Targets Set","2019-03-01 00:00:00",,"Glass collection & recycling company Austria Glas Recycling GmbH commits to reduce absolute Scope 1 and 2 GHG emissions 50% by 2030 from 2017 base year. In addition, Austria Glas Recycling GmbH commits to reduce absolute Scope 3 emissions from transportation by 25 % by 2030 from a 2017 base year.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"Autodesk, Inc.",US0527691069,"Well-below 2°C",,1,"United States of America (USA)","North America","Software and Services","Targets Set","2016-06-01 00:00:00",,"Multinational software corporation Autodesk commits to reduce total scope 1, 2, and 3 emissions 43% by 2020 and an 85% absolute reduction by 2050 from a 2008 base-year, following its C-FACT methodology.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to Well-below 2°C."
"AvalonBay Communities, Inc.",US0534841012,2°C,,,"United States of America (USA)","North America","Real Estate","Targets Set","2019-07-01 00:00:00",,"Real estate investment trust AvalonBay commits to reduce scope 1 and 2 GHG emissions 53% per square foot by 2030 from a 2017 base year. AvalonBay also commits to reduce scope 3 emissions 47% per square foot within the same timeframe.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C."
"Avícola Coliumo",,1.5°C,1,1,Chile,"Latin America","Food Production - Animal Source Food Production","Targets Set","2020-07-01 00:00:00",,"AvÃ­cola Coliumo commits to reduce absolute scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
Avieco,,1.5°C,1,1,"United Kingdom (UK)",Europe,"Professional Services","Targets Set","2021-02-01 00:00:00",,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/Avieco Ltd commits to reduce absolute scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"AXA Group",FR0000120628,,,,France,Europe,"Banks, Diverse Financials, Insurance",Committed,"2015-06-01 00:00:00",,,
"Azbil Corporation",JP3937200008,1.5°C,,,Japan,Asia,"Electrical Equipment and Machinery","Targets Set","2021-08-01 00:00:00",,"Azbil Corporation commits to reduce absolute scope 1 and 2 GHG emissions 55% by FY2030 from a FY2017 base year. Azbil Corporation also commits to reduce absolute Scope 3 GHG emissions 20% within the same timeframe.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Bacardi Limited",BMG069051065,1.5°C,,,Bermuda,"North America","Food and Beverage Processing","Targets Set","2018-07-01 00:00:00",,"Family-owned spirits company, Bacardi Limited commits to reduce absolute Scope 1 & 2 GHG emissions 50% by 2025 from a 2015 base-year. Bacardi Limited also commits to reduce absolute value chain GHG emissions (scopes 1, 2 and 3) 20% by 2025 from a 2015 base-year.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Bain & Company",,,,1,"United States of America (USA)","North America","Professional Services",Committed,"2020-10-01 00:00:00",,,
"Ball Corporation",US0584981064,1.5°C,,,"United States of America (USA)","North America","Containers and Packaging","Targets Set","2020-04-01 00:00:00",,"âBall Corporation commits to reduce absolute scope 1 and scope 2 GHG emissions 55% by 2030 from a 2017 base year. Ball Corporation also commits to reduce absolute scope 3 GHG emissions from purchased goods and services, capital goods, fuel and energy related activities, upstream transportation and distribution, waste generated in operations, business travel, employee commuting, upstream leased assets, downstream transportation and distribution, processing of sold products and investments 16% by 2030 from a 2017 base year.* The target boundary includes biogenic emissions and removals from bioenergy feedstocks.â","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Baluarte Cultura",,1.5°C,1,1,Brazil,"Latin America","Professional Services","Targets Set","2021-02-01 00:00:00",,"This target was approved using a streamlined target validation route exclusive to small and medium-sized enterprises (SMEs). https://sciencebasedtargets.org/faqs-for-smes/Baluarte Cultura commits to reduce absolute scope 1 and scope 2 GHG emissions 50% by 2030 from a 2018 base year, and to measure and reduce its scope 3 emissions.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"BanColombia SA",COB07PA00078,,,1,Colombia,"Latin America","Banks, Diverse Financials, Insurance",Committed,"2015-11-01 00:00:00",,,
"Bank Australia",,,,,Australia,Oceania,"Banks, Diverse Financials, Insurance",Committed,"2015-11-01 00:00:00",,,
"Bank J. Safra Sarasin AG",CH0038389307,,,,Switzerland,Europe,"Banks, Diverse Financials, Insurance",Committed,"2015-06-01 00:00:00",,,
"Barco NV",,1.5°C,,1,Belgium,Europe,"Technology Hardware and Equipment","Targets Set","2021-03-01 00:00:00",,"Barco NV commits to reduce absolute scope 1, 2 and 3 GHG emissions 45% by 2025 from a 2015 base year.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 1.5°C."
"Barilla G.R. Fratelli SpA",,2°C,,,Italy,Europe,"Food and Beverage Processing","Targets Set","2020-07-01 00:00:00",,"Barilla G.&R. Fratelli Società per Azioni commits to reduce absolute scope 1 and 2 GHG emissions 25% by 2030 from a 2017 base year. Barilla G.&R. Fratelli Società per Azioni commits to reduce scope 3 GHG emissions 26% per ton of finished product by 2030 from a 2017 base year.","The targets covering greenhouse gas emissions from company operations (scopes 1 and 2) are consistent with reductions required to keep warming to 2°C."
