"iid","name_"
"IID000000002148752","China Merchants Port Holdings Company Limited"
"IID000000002174527","MAANSHAN IRON & STEEL COMPANY LIMITED"
"IID000000002186996","Toho Zinc Co.,Ltd."
"IID000000002134109","ENCHO CO.,LTD."
"IID000000002123716","MURPHY OIL CORPORATION"
"IID000000002172935","Koninklijke Ahold Delhaize N.V."
"IID000000002172854","RUN LONG CONSTRUCTION CO., LTD."
"IID000000002128791","BBVA Banco Continental S.A."
"IID000000002180479","PUNCAK NIAGA HOLDINGS BERHAD"
"IID000000002147024","STERLING NATIONAL BANK"
"IID000000002140198","INGRAM MICRO INC."
"IID000000002187447","TRINIDAD DRILLING LTD."
"IID000000002161365","CENTERSTATE BANK CORPORATION"
"IID000000002160677","CRH Medical Corporation"
"IID000000002123778","Nippon Sheet Glass Company, Limited"
"IID000000002124806","GOME Electrical Appliances Holding Limited"
"IID000000002140850","YASKAWA Electric Corporation"
"IID000000002140405","Adecco Group AG"
"IID000000002132273","Software Aktiengesellschaft"
"IID000000002225855","THE SERVICEMASTER COMPANY, LLC"
"IID000000002172173","KANEMATSU CORPORATION"
"IID000000002124259","FIRST COMMUNITY BANCSHARES, INC."
"IID000000002145103","REVOLUTION LIGHTING TECHNOLOGIES, INC."
"IID000000002137357","Empresa Distribuidora y Comercializadora Norte S.A."
"IID000000002169388","HINDUSTAN UNILEVER LIMITED"
"IID000000002136593","Implenia AG"
"IID000000002135814","Magnum Ventures Ltd"
"IID000000002177049","Nestle India Ltd"
"IID000000002226995","B & D HOLDINGS, LLC"
"IID000000002186568","TERMBRAY INDUSTRIES INTERNATIONAL (HOLDINGS) LIMITED"
"IID000000002172504","THE KARUR VYSYA BANK LIMITED"
"IID000000002224837","GOLDMAN SACHS & CO. LLC"
"IID000000002147724","Alma Media Oyj"
"IID000000002153311","AKRON PAO"
"IID000000002181072","Raysum Co.,Ltd."
"IID000000002159699","Biofrontera AG"
"IID000000002133446","TSURUMI MANUFACTURING CO.,LTD."
"IID000000002181882","S P SETIA BERHAD"
"IID000000002153818","SITRONIKS AO"
"IID000000002224636","Svenska Handelsbanken AB"
"IID000000002134559","FUJI MACHINE MFG.CO.,LTD."
"IID000000002165299","EMPRESA DE ENERGIA DEL PACIFICO S.A. E.S.P."
"IID000000002158625","Bergman & Beving AB"
"IID000000002168645","HANJIN HEAVY IND. & CONST. HOLDINGS CO., LTD"
"IID000000002147182","Standard Chemical & Pharmaceutical Co. Ltd."
"IID000000002132513","PAR PACIFIC HOLDINGS, INC."
"IID000000002162334","Celltrion Pharm Inc."
"IID000000002160461","CCK Consolidated Holdings Bhd"
"IID000000002137762","TATA GLOBAL BEVERAGES LIMITED"
"IID000000002150191","Glg Life Tech Corp"
"IID000000002172839","Knowit AB (publ)"
"IID000000002153341","OCCIDENTAL PETROLEUM CORPORATION"
"IID000000002181038","RASPADSKAYA PAO"
"IID000000002144184","Maxvalu Tokai Co.,Ltd."
"IID000000002146542","LOLLANDS BANK A/S"
"IID000000002224965","BAYER CORPORATION"
"IID000000002145015","MACROLOGIC SPOLKA AKCYJNA"
"IID000000002164650","EDION Corporation"
"IID000000002185276","ENERGY TRANSFER OPERATING, L.P."
"IID000000002160103","Freni Brembo - S.p.A."
"IID000000002124064","Bergs Timber AB (publ)"
"IID000000002143261","BEIJING URBAN-RURAL COMMERCIAL (GROUP) CO., LTD."
"IID000000002184356","SONGWON INDUSTRIAL CO.,LTD"
"IID000000002157169","AMERICAN FINANCIAL GROUP, INC."
"IID000000002130580","TED BAKER PLC"
"IID000000002166953","FRASER & NEAVE HOLDINGS BHD."
"IID000000002157215","RETROPHIN, INC."
"IID000000002187110","RAPTOR PHARMACEUTICAL CORP."
"IID000000002135793","Egypt Free Shops Company SAE"
"IID000000002174152","LUNA INNOVATIONS INCORPORATED"
"IID000000002151129","Nobel Biocare Holding AG"
"IID000000002168738","HOGY MEDICAL CO.,LTD."
"IID000000002167053","Fuji Pharma Co.,Ltd."
"IID000000002138781","ORGANIZACION DE INGENIERIA INTERNACIONAL S.A."
"IID000000002137091","REXAM LIMITED"
"IID000000002177054","NetEnt AB (publ)"
"IID000000002152161","Keisei Electric Railway Co.,Ltd."
"IID000000002134999","Shanxi Xinghuacun Fen Wine Factory Co., Ltd."
"IID000000002190423","Zhejiang Hisun Pharmaceutical Co., Ltd."
"IID000000002189825","Hongfa Technology Co., Ltd."
"IID000000002152756","FERREXPO PLC"
"IID000000002148967","Panostaja Oyj"
"IID000000002182631","SANDERSON FARMS, INC."
"IID000000002132824","GUJARAT AMBUJA EXPORTS LIMITED"
"IID000000002159256","Basellandschaftliche Kantonalbank"
"IID000000002130348","Amsterdam Commodities N.V."
"IID000000002172365","KWG Group Holdings Limited"
"IID000000002180107","PPC LIMITED"
"IID000000002155936","ABERTIS INFRAESTRUCTURAS SA"
"IID000000002133449","TADANO LTD."
"IID000000002136386","Jarir Marketing Co SJSC"
"IID000000002156211","Delecta Ltd"
"IID000000002156515","HAVFISK ASA"
"IID000000002176734","NanoViricides Inc"
"IID000000002176533","Mitsubishi Logisnext Co., Ltd."
"IID000000002134941","Hubei Sanonda Co., Ltd."
"IID000000002175508","Metal Constructions of Greece SA"
"IID000000002172116","JUVENTUS F.C. - S.P.A."
"IID000000002189383","Webzen Inc."
"IID000000002168139","China Soft Power Technology Holdings Limited"
"IID000000002140885","Azbil Corporation"
"IID000000002167800","GLAXOSMITHKLINE PLC"
"IID000000002173473","Lander Sports Development Co., Ltd."
"IID000000002199372","AREVA S.A."
"IID000000002129469","Universal Starch Chem Allied Ltd"
"IID000000002155423","AAR CORP."
"IID000000002140775","SUI NORTHERN GAS PIPELINES LIMITED"
"IID000000002130959","MELCO RESORTS AND ENTERTAINMENT (PHILIPPINES) CORPORATION"
"IID000000002152811","Nishimatsu Construction Co., Ltd."
"IID000000002168489","CSSC OFFSHORE & MARINE ENGINEERING (GROUP) COMPANY LIMITED"
"IID000000002149134","DECKERS OUTDOOR CORPORATION"
"IID000000002155451","ABSA GROUP LIMITED"
"IID000000002188164","KEMPER CORPORATION"
"IID000000002173584","LE NOBLE AGE S.A."
"IID000000002127317","MASTEC, INC."
"IID000000002173442","LAM RESEARCH CORPORATION"
"IID000000002149150","EBIX, INC."
"IID000000002164622","EASY BIO,Inc."
"IID000000002225226","The Provident Bank"
"IID000000002188464","VAKIF FINANSAL KIRALAMA ANONIM SIRKETI"
"IID000000002176844","NATIONAL HEALTH INVESTORS, INC."
"IID000000002168479","Guangxi Wuzhou Zhongheng Group Co., Ltd"
"IID000000002124155","C. R. BARD, INC."
"IID000000002186177","LT GROUP, INC."
"IID000000002189308","Wasion Group Holdings Limited"
"IID000000002228998","KOMATSU FINANCE AMERICA INC."
"IID000000002124373","CHINA CITIC BANK CORPORATION LIMITED"
"IID000000002123842","Bernard Loiseau SA"
"IID000000002171563","JYP Entertainment Corporation"
"IID000000002174506","MTN GROUP LIMITED"
"IID000000002154072","VALIDUS HOLDINGS, LTD."
"IID000000002177350","NIHON NOHYAKU CO.,LTD."
"IID000000002130971","Cetis dd"
"IID000000002172774","KINPO ELECTRONICS, INC."
"IID000000002140317","AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED"
"IID000000002201717","MIDAMERICAN ENERGY COMPANY"
"IID000000002143782","Krka dd Novo Mesto"
"IID000000002131490","Hydro Hotel Eastbourne PLC"
"IID000000002228909","The Hongkong and Shanghai Banking Corporation Limited"
"IID000000002123708","TAUBMAN CENTERS, INC."
"IID000000002211066","EL PASO ENERGY CAPITAL TRUST I"
"IID000000002172116","Juventus F.C. - S.p.A."
"IID000000002201427","MNC MEDIA INVESTMENT LTD"
"IID000000002182125","THE SHIZUOKA BANK, LTD."
"IID000000002133528","ENERGY WORLD CORPORATION LTD"
"IID000000002224635","RESOLUTE FP US INC."
"IID000000002151559","KENNAMETAL INC."
"IID000000002173213","KWALITY LIMITED"
"IID000000002166919","foxsemicon integrated technology Inc."
"IID000000002163675","DART GROUP PLC"
"IID000000002186154","Tamedia AG"
"IID000000002128416","The Tokyo Tomin Bank, Limited"
"IID000000002158095","ASIRI HOSPITAL HOLDINGS PLC"
"IID000000002169591","HOT -TELECOMMUNICATION SYSTEMS LTD"
"IID000000002165332","Enel Generacion Costanera S.A."
"IID000000002135071","SEVEN INDUSTRIES CO.,LTD."
"IID000000002165063","Electric Power Development Co., Ltd."
"IID000000002225809","Express Pipeline Limited Partnership"
"IID000000002129638","Valid Solucoes e Servicos de Seguranca em Meios de Pagamento e Identificacao S.A."
"IID000000002152250","L.P.N. Development Public Company Limited"
"IID000000002126726","Greenland Holdings Corporation Limited"
"IID000000002142646","PT Mitra Adiperkasa Tbk"
"IID000000002133029","VIRTU ITG HOLDINGS LLC"
"IID000000002227328","Prague, City of"
"IID000000002182373","SVB FINANCIAL GROUP"
"IID000000002228545","UBS AG"
"IID000000002176466","NICHIIGAKKAN CO.,LTD."
"IID000000002133833","CENTENNIAL SPECIALTY FOODS CORPORATION"
"IID000000002162071","CINTAC S.A."
"IID000000002151361","FUJIO FOOD SYSTEM Co.,Ltd."
"IID000000002161761","China Ecotek Corp."
"IID000000002190656","ESUN HOLDINGS LIMITED"
"IID000000002159070","Bank Dhofar S.A.O.G."
"IID000000002153917","TENARIS S.A."
"IID000000002168596","GUOCOLAND LIMITED"
"IID000000002181919","S.A.C.I. Falabella"
"IID000000002127742","QUADIENT SA"
"IID000000002160611","CMS ENERGY CORPORATION"
"IID000000002140448","CATLIN GROUP LIMITED"
"IID000000002164079","DIGI INTERNATIONAL INC."
"IID000000002150568","COCA-COLA FEMSA, S.A.B. DE C.V."
"IID000000002137192","TUI TRAVEL LIMITED"
"IID000000002143169","SHANGHAI PHOENIX ENTERPRISE (GROUP) CO., LTD."
"IID000000002147652","Nishat Mills Ltd"
"IID000000002156162","ADELAIDE BRIGHTON LTD."
"IID000000002144710","Protide Pharmaceuticals, Inc."
"IID000000002166435","FINANSBANK ANONIM SIRKETI"
"IID000000002182953","SEAH BESTEEL CORPORATION"
"IID000000002159107","BANK ZENIT PAO"
"IID000000002223476","TEXAS-NEW MEXICO POWER COMPANY"
"IID000000002128620","RECORDATI INDUSTRIA CHIMICA E FARMACEUTICA S.P.A."
"IID000000002159630","Bijou Brigitte modische Accessoires AG"
"IID000000002129055","WATSCO, INC."
"IID000000002182881","SCHOELLER-BLECKMANN OILFIELD EQUIPMENT Aktiengesellschaft"
"IID000000002151675","HANOVER FOODS CORPORATION"
"IID000000002159116","Bank of Beijing Co.,Ltd."
"IID000000002130660","CHINA METAL PRODUCTS CO., LTD."
"IID000000002178493","OWENS CORNING"
"IID000000002165914","EXPERIAN PLC"
"IID000000002178717","PTT Exploration and Production Public Company Limited"
"IID000000002223573","ARAMARK SERVICES, INC."
"IID000000002124790","SINOFERT HOLDINGS LIMITED"
"IID000000002150270","Bangkok Chain Hospital Public Company Limited"
"IID000000002190194","Yulon Nissan Motor Co Ltd"
"IID000000002157383","ANADOLU ANONIM TURK SIGORTA SIRKETI"
"IID000000002187983","Union Bankshares Corporation"
"IID000000002124018","Mason Group Holdings Limited"
"IID000000002151133","VIKTORIA INVEST S.A."
"IID000000002189984","YAKUODO.Co.,Ltd."
"IID000000002133225","MIMASU SEMICONDUCTOR INDUSTRY CO., LTD."
"IID000000002123960","Sponda Oyj"
"IID000000002180357","PROSEGUR COMPANIA DE SEGURIDAD, S.A."
"IID000000002124693","First Quantum Minerals Ltd."
"IID000000002169835","HYUNDAI PHARMACEUTICAL CO., LTD"
"IID000000002165766","EUROMEDICA PROVISION OF MEDICAL SERVICES SOCIETE ANONYME"
"IID000000002163762","DAZHONG TRANSPORTATION (GROUP) CO., LTD."
"IID000000002162327","Codan Ltd"
"IID000000002189442","West Fraser Timber Co. Ltd."
"IID000000002190469","Zijin Mining Group Co., Ltd."
"IID000000002175779","MINTH GROUP LIMITED"
"IID000000002182878","SCHNEIDER ELECTRIC SE"
"IID000000002190051","The Yamagata Bank, Ltd."
"IID000000002178333","ORGANIZACION SORIANA, S.A.B. DE C.V."
"IID000000002133437","CSPC PHARMACEUTICAL GROUP LIMITED"
"IID000000002200202","THE DAYTON POWER AND LIGHT COMPANY"
"IID000000002140867","PIONEER CORPORATION"
"IID000000002162344","FONCIERE DE PARIS SIIC S.A.S."
"IID000000002132289","ASELSAN ELEKTRONIK SANAYI VE TICARET ANONIM SIRKETI"
"IID000000002188213","UNIVERSAL STAINLESS & ALLOY PRODUCTS, INC."
"IID000000002144334","Namyang Dairy Products Co Ltd"
"IID000000002129066","Sincere Watch (Hong Kong) Ltd"
"IID000000002128271","Demant A/S"
"IID000000002135061","KOREA SHIPBUILDING & OFFSHORE ENGINEERING CO.,LTD."
"IID000000002179959","Pou Chen Corporation"
"IID000000002157071","AMATHUS PUBLIC LIMITED"
"IID000000002131418","WOONGJIN COWAY CO., LTD."
"IID000000002172992","KoreaInformation&Communication"
"IID000000002128832","Sogefi S.p.A."
"IID000000002162142","City Lodge Hotels Ltd"
"IID000000002187844","AVIAKOMPANIYA UTAIR PAO"
"IID000000002140607","THE BANK OF BARODA LIMITED"
"IID000000002176040","Montanaro European Smaller Companies Trust PLC"
"IID000000002181158","Enlabs AB"
"IID000000002175202","Cellmid Ltd"
"IID000000002174389","MINEBEA MITSUMI Inc."
"IID000000002154989","BSCH FINANCE LIMITED"
"IID000000002132777","Big C Supercenter Public Company Limited"
"IID000000002155465","Gestion ACE Aviation Inc."
"IID000000002142655","DEVOTEAM S.A."
"IID000000002171994","JOLLIBEE FOODS CORP."
"IID000000002163089","Banca Piccolo Credito Valtellinese, Societa cooperativa"
"IID000000002227612","DEUTSCHE BANK LUXEMBOURG S.A."
"IID000000002124370","KEYENCE CORPORATION"
"IID000000002186252","TATTS GROUP LIMITED"
"IID000000002172261","KITAZAWA SANGYO CO.,LTD."
"IID000000002166435","QNB FINANSBANK ANONIM SIRKETI"
"IID000000002223428","Hydro-Quebec"
"IID000000002185519","SYNALLOY CORPORATION"
"IID000000002186681","Thai Beverage Public Company Limited"
"IID000000002185830","Token Corp"
"IID000000002166281","FEDERAL HYDRO-GENERATING COMPANY RUSHYDRO PAO"
"IID000000002146194","VYMPEL-KOMMUNIKATSII PAO"
"IID000000002164794","East African Breweries Limited"
"IID000000002150790","KEIHIN CORPORATION"
"IID000000002179897","Poolia AB"
"IID000000002162549","CGG S.A."
"IID000000002168966","Harbin Pharmaceutical Group Co., Ltd."
"IID000000002190377","Zeltia, S.A."
"IID000000002189698","WOCKHARDT LIMITED"
"IID000000002188871","Vina San Pedro Tarapaca S.A"
"IID000000002164099","Digital Garage, Inc."
"IID000000002126421","Globetronics Technology Bhd"
"IID000000002149529","NIB HOLDINGS LTD"
"IID000000002124944","CASSA DI RISPARMIO DI FIRENZE SOCIETA PER AZIONI"
"IID000000002168487","Guangzhou R&F Properties Co., Ltd."
"IID000000002132704","THE BUCKLE, INC."
"IID000000002138958","World Holdings Co Ltd"
"IID000000002126124","JARDEN CORPORATION"
"IID000000002187596","Turism Hoteluri Restaurante Marea Neagra SA"
"IID000000002152295","KCTech Co Ltd"
"IID000000002185791","RN HOLDING OAO"
"IID000000002170316","IMPERIAL HOLDINGS LIMITED"
"IID000000002150271","THE EMPIRE DISTRICT ELECTRIC COMPANY"
"IID000000002173660","Wee-Cig International Corp"
"IID000000002184427","China Minsheng Drawin Technology Group Limited"
"IID000000002145841","SIMPLEX INFRASTRUCTURES LIMITED"
"IID000000002136504","SLOVNAFT, a.s."
"IID000000002183861","BELUGA GROUP PAO"
"IID000000002186012","Duratex S.A. (Colombia)"
"IID000000002136399","Saudi Cement Company SJSC"
"IID000000002223300","EL PASO NATURAL GAS COMPANY, L.L.C."
"IID000000002148328","A.P. EAGERS LIMITED"
"IID000000002185879","TOSHIBA PLANT SYSTEMS & SERVICES CORPORATION"
"IID000000002168809","HAEMONETICS CORPORATION"
"IID000000002154574","RUMO SA"
"IID000000002228584","BANKUNITED, FSB"
"IID000000002226853","EVENFLO COMPANY, INC."
"IID000000002172166","KAMEI CORPORATION"
"IID000000002143122","XINJIANG KORLA PEAR CO.,LTD"
"IID000000002140819","PT Global Mediacom Tbk"
"IID000000002175223","MEDIOBANCA BANCA DI CREDITO FINANZIARIO SOCIETA PER AZIONI"
"IID000000002162112","CITIGROUP INC."
"IID000000002131888","Tangshan Jidong Equipment and Engineering Co. Ltd"
"IID000000002186849","Tianjin Guangyu Development Co., Ltd."
"IID000000002132917","Agile Group Holdings Limited"
"IID000000002124063","CTT Systems AB"
"IID000000002166202","Far Eastern Department Stores Ltd."
"IID000000002135208","INTERCONTINENTAL HOTELS GROUP PLC"
"IID000000002223927","AMERICAN STORES COMPANY, LLC"
"IID000000002162803","CONSTELLATION BRANDS, INC."
"IID000000002169760","Huons Co Ltd"
"IID000000002123953","BOVIS HOMES GROUP PLC"
"IID000000002168367","GROEP BRUSSEL LAMBERT N.V."
"IID000000002133761","LKQ CORPORATION"
"IID000000002123904","COSTCO WHOLESALE CORPORATION"
"IID000000002140011","KUMKANG KIND CO.,LTD"
"IID000000002143018","GL events S.A."
"IID000000002224762","COLES GROUP LIMITED"
"IID000000002187691","UNITED CONTINENTAL HOLDINGS, INC."
"IID000000002136120","OXFORD INSTRUMENTS PLC"
"IID000000002159112","BANK OF AFRICA COTE D'IVOIRE S.A."
"IID000000002136011","Fantasy Network Ltd"
"IID000000002183507","Shimadzu Corporation"
"IID000000002190202","YUNNAN BAIYAO GROUP CO., LTD"
"IID000000002178794","FRONTERA ENERGY CORPORATION"
"IID000000002130536","SPEEDY HIRE PLC"
"IID000000002182247","SK Materials Co., Ltd."
"IID000000002169488","Holmen Aktiebolag"
"IID000000002140352","CEVA, INC"
"IID000000002183013","ALBIOMA S.A."
"IID000000002171078","INTERTAPE POLYMER GROUP INC."
"IID000000002162239","Clinica Las Condes S.A."
"IID000000002162299","COBHAM PLC"
"IID000000002160990","CAPITAL ESTATE LIMITED"
"IID000000002155917","Abcam PLC"
"IID000000002165459","ENTERPRISE BANCORP, INC."
"IID000000002174947","MASHINOSTROITEL'NYI ZAVOD ARSENAL OAO"
"IID000000002161082","CAREER EDUCATION CORPORATION"
"IID000000002141863","SHANDONG HUALU-HENGSHENG CHEMICAL CO.,LTD"
"IID000000002163445","DONGWON INDUSTRIES CO.,LTD"
"IID000000002133723","CITY DEVELOPMENTS LIMITED"
"IID000000002123720","Nexen Energy ULC"
"IID000000002177882","ONO PHARMACEUTICAL CO., LTD."
"IID000000002156494","Ajanta Pharma Ltd"
"IID000000002140664","Samson Holding Ltd."
"IID000000002174963","ALPHA APPALACHIA HOLDINGS, LLC"
"IID000000002138822","Wei Chuan Foods Corp."
"IID000000002200006","Coca-Cola Embonor S.A."
"IID000000002168845","Hanon Systems"
"IID000000002141214","MINERAL RESOURCES LIMITED"
"IID000000002125943","DATATEC LIMITED"
"IID000000002181359","RESOLUTE MINING LIMITED"
"IID000000002224970","FBG FINANCE PTY LTD"
"IID000000002182954","SEAH STEEL CORPORATION"
"IID000000002140460","Deutsche Bank Aktiengesellschaft"
"IID000000002183314","Lushang Property Co., Ltd."
"IID000000002149169","EXAR CORPORATION"
"IID000000002140829","Sony Financial Holdings Inc."
"IID000000002175534","METROPOLE TELEVISION S.A."
"IID000000002166952","Fraport AG Frankfurt Airport Services Worldwide"
"IID000000002125809","TOKYU CONSTRUCTION CO., LTD."
"IID000000002159456","Beni Stabili S.p.A."
"IID000000002170566","INFO EDGE (INDIA) LIMITED"
"IID000000002186715","PAVILLON HOLDINGS LTD."
"IID000000002155810","ASML Holding N.V."
"IID000000002148891","Outokumpu Oyj"
"IID000000002183289","SHAN DONG SUN PAPER INDUSTRY JOINT STOCK CO., LTD."
"IID000000002136646","MONARCH CASINO & RESORT, INC."
"IID000000002155407","A.G. BARR P.L.C."
"IID000000002132407","BRITANNIA INDUSTRIES LTD"
"IID000000002125985","NAGANO TOKYU DEPARTMENT STORE CO.,LTD."
"IID000000002186146","Bukit Asam (Persero) Tbk PT"
"IID000000002190454","Zhongjin Gold Corp., Ltd."
"IID000000002185767","TKH Group N.V."
"IID000000002186268","Tay Ninh Cable Car Tour Co"
"IID000000002179391","PETKIM PETROKIMYA HOLDING ANONIM SIRKETI"
"IID000000002143147","Hana Financial Group Inc."
